label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
Czernik20,,AURIGA,99.9,winter,36,80.125,39.55,Open Cluster30,,,,
Berk17,,AURIGA,14,winter,14,80.15,30.58333333,Open Cluster100,,,,
Berk18,,AURIGA,14,winter,12,80.55,45.46666667,Open Cluster300,13''-F; L; Ri; nC at 100X; many F members,,,
King22,Berk18,AURIGA,99.9,winter,14,80.55,45.46666667,Open Cluster300,,,,
Cr62,,AURIGA,4.2,winter,28,80.625,41,Open Cluster,11''-pB; vL; vlC; nRi; nC; B* center at 60X ,,,
NGC1893,,AURIGA,7.5,winter,11,80.675,33.41666667,Open Cluster60,Cl;L;Ri;lC,,,
Berk19,,AURIGA,11.4,winter,7,81.025,29.56666667,Open Cluster40,6'' F; pS; nRi; nC; 7* and fuzzy background ,,,
Do18,,AURIGA,99.9,winter,12,81.025,33.38333333,Open Cluster15,13''-pF; nRi; nC; 11 stars counted at 150X ,,,
Berk69,,AURIGA,99.9,winter,5,81.1,32.6,Open Cluster30,,,,
NGC1896,,AURIGA,99.9,winter,,81.375,29.16666667,Asterism,Cl;vL;Ri;vlC;st9..12,,,
Berk70,,AURIGA,99.9,winter,12,81.425,41.9,Open Cluster40,,,,
NGC1883,OCL417,AURIGA,12,winter,2.5,81.475,46.48333333,Open Cluster30,Cl;vF;pRi;pC;iF,,,
Sh2-224,LBN769,AURIGA,99.9,winter,31,81.725,42.96666667,Supernova Rem.,13''-eF; pL; in two parts with 5* invl at 100X with UHC,,,
Czernik21,,AURIGA,99.9,winter,9,81.85,36,Open Cluster40,,,,
NGC1907,OCL434,AURIGA,8.2,winter,7,82.025,35.33333333,Open Cluster30,Cl;pRi;pC;R;st9...12,B H ,,
Stock8,,AURIGA,99.9,winter,5,82.025,34.41666667,Open Cluster40,6''-pF; pS; sC; sRi; 21* counted; add UHC for neby,,,
Do20,,AURIGA,99.9,winter,5,82.15,33.68333333,Open Cluster10,,,,
NGC1912,M38,AURIGA,6.4,winter,21,82.175,35.85,Open Cluster100,Cl;B;vL;vRi;iF;st L & S , M,,
NGC1931,OCL441,AURIGA,10.1,winter,3,82.85,34.25,Cluster+Nebula,vB;L;R;B***in M,B H ,,
NGC1960,M36,AURIGA,6,winter,12,84.075,34.13333333,Open Cluster60,Cl;B;vL;vRi;lC;*9..11, M,,
NGC1985,PK176+0.1,AURIGA,12.5,winter,0.7,84.45,31.98333333,Bright Nebula,cF;S;R;psbM,,,
Stock10,,AURIGA,99.9,winter,25,84.75,37.86666667,Open Cluster15,11''-pB; vL; sC; mag 7 and fainter; 41counted at 60X,,,
Sh2-231,LBN808,AURIGA,99.9,winter,10,84.85,35.93333333,Bright Nebula,,,,
Sh2-235,,AURIGA,99.9,winter,7.8,85.275,35.86666667,Bright Nebula,,,,
Berk71,,AURIGA,99.9,winter,5,85.3,31.43333333,Open Cluster30,,,,
Sh2-232,LBN805,AURIGA,99.9,winter,37,85.625,36.16666667,Bright Nebula,,,,
3C147,0538+498,AURIGA,17.8,winter,,85.65,49.85,Quasar,,,,
B34,,AURIGA,79.9,winter,20,85.875,32.65,Dark Nebula,13''-easy dark nebula at 60X; oval w/ thin lanes ,,,
NGC2013,,AURIGA,99.9,winter,,86,55.8,Open Cluster,Cl;vlRi;st 11 ,,,
Basel4,,AURIGA,9.1,winter,8,87.225,30.18333333,Open Cluster15,,,,
King8,,AURIGA,11.2,winter,8,87.325,33.63333333,Open Cluster30,13''-pF; pL; sC; 10* counted and mottled field at 135X ,,,
Czernik23,,AURIGA,99.9,winter,5,87.525,28.9,Open Cluster,,,,
NGC2099,M37,AURIGA,5.6,winter,24,88.075,32.55,Open Cluster150,!!Cl;Ri;pCM;st L & S, M,,
NGC2126,OCL418,AURIGA,10.2,winter,6,90.625,49.86666667,Open Cluster40,Cl;not Ri;*7 north , H ,,
Sh2-241,LBN824,AURIGA,99.9,winter,2,91.025,30.25,Bright Nebula,,,,
NGC2165,,AURIGA,99.9,winter,6,92.775,51.68333333,Open Cluster,Cl;pL;poor;st 11,,,
NGC2192,OCL437,AURIGA,10.9,winter,6,93.825,39.85,Open Cluster45,Cl;cL;C;iF;st vS,,,
NGC2208,UGC3452,AURIGA,12.8,winter,1.6,95.65,51.91666667,Galaxy,pF;pS;lE ,,,
UGC3475,PGC19161,AURIGA,14.2,winter,2.3,97.625,39.48333333,Galaxy,,,,
NGC2240,,AURIGA,99.9,winter,,98.3,35.25,Open Cluster,Cl;pL;P;vlC;*7;10...15 ,,,
NGC2242,ZwG204.5,AURIGA,14.5,winter,0.366666667,98.525,44.78333333,Planetary Nebula,eeF;vS;R;F* nf ,,,
NGC2281,OCL446,AURIGA,5.4,winter,15,102.075,41.08333333,Open Cluster30,Cl;pRi;vlC;st pL, H ,,
NGC2303,UGC3603,AURIGA,12.6,winter,1.5,104.075,45.5,Galaxy,eF;vS;R;sev st nr ,,,
NGC2387,ZwG177.23,AURIGA,15.5,winter,0.4,112.25,36.88333333,Galaxy,pB;S;stellar ,,,
NGC5239,UGC8589,BOOTES,12.8,spring,1.8,204.1,7.366666667,Galaxy,vF;pL;R;er,,,
NGC5251,MCG5-32-44,BOOTES,13.8,spring,0.7,204.35,27.41666667,Galaxy,vF;S;vlE ,,,
UGC8614,PGC48122,BOOTES,12.7,spring,3.4,204.35,7.65,Galaxy,,,,
NGC5248,UGC8616,BOOTES,10.3,spring,5.9,204.375,8.883333333,Galaxy,B;L;E150;psbMRN, CH ,,
NGC5249,UGC8618,BOOTES,12.9,spring,1.6,204.4,15.96666667,Galaxy,vF;S;R;bM ,,,
NGC5293,UGC8710,BOOTES,13.1,spring,1.8,206.725,16.26666667,Galaxy,eF;vL;resolvable,,,
NGC5332,UGC8773,BOOTES,12.9,spring,0.9,208.025,16.96666667,Galaxy,vF;S;R,,,
UGC8839,PGC49497,BOOTES,13.1,spring,4,208.85,17.78333333,Galaxy,,,,
NGC5405,UGC8928,BOOTES,13.4,spring,0.8,210.3,7.7,Galaxy,vF;iF;bM ,,,
NGC5409,UGC8938,BOOTES,13.3,spring,1.7,210.45,9.483333333,Galaxy,eF;R;5416 f 26'',,,
NGC5411,UGC8940,BOOTES,13.3,spring,1.4,210.5,8.933333333,Galaxy,vvF ,,,
NGC5414,UGC8942,BOOTES,13.8,spring,1,210.525,9.933333333,Galaxy,S;F*centre;*10-11 nf,,,
NGC5416,UGC8944,BOOTES,13.3,spring,1.4,210.55,9.433333333,Galaxy,eF;vS;E;r ,,,
NGC5417,UGC8943,BOOTES,13,spring,1.5,210.55,8.033333333,Galaxy,cF;S;R;psbM;*p ,,,
NGC5418,UGC8944,BOOTES,13.4,spring,1.1,210.575,7.683333333,Galaxy,vF;R;bM ,,,
NGC5423,UGC8952,BOOTES,12.8,spring,1.5,210.7,9.333333333,Galaxy,vF;R;*in centre,,,
NGC5424,UGC8956,BOOTES,13.1,spring,1.6,210.725,9.416666667,Galaxy,vF;R;*in centre,,,
NGC5431,MCG2-36-20,BOOTES,13.8,spring,0.8,210.775,9.366666667,Galaxy,vF ,,,
NGC5434A,NGC5434,BOOTES,14.3,spring,1.8,210.85,9.45,Galaxy,vF;L ,,,
NGC5434B,UGC8967,BOOTES,14.7,spring,1.6,210.875,9.466666667,Galaxy,,,,
NGC5436,UGC8971,BOOTES,13.9,spring,1.1,210.925,9.566666667,Galaxy,3 vf;line;2'-3'dist ,,,
NGC5437,IC4365,BOOTES,15.1,spring,0.9,210.95,9.516666667,Galaxy,3 vf;n one brightest,,,
NGC5438,NGC5446,BOOTES,14.7,spring,1.7,210.95,9.616666667,Galaxy,3 vf;nf *8.6 ,,,
NGC5446,NGC5438,BOOTES,14.4,spring,1.7,210.95,9.616666667,Galaxy,eF;eS,,,
NGC5454,UGC8997,BOOTES,12.7,spring,1.8,211.2,14.38333333,Galaxy,pF;S ,,,
UGC8995,PGC50194,BOOTES,13.4,spring,2.3,211.225,8.816666667,Galaxy,,,,
NGC5456,UGC9004,BOOTES,12.9,spring,1.2,211.25,11.86666667,Galaxy,F;PS ,,,
NGC5459,UGC9005,BOOTES,13.1,spring,1.1,211.25,13.13333333,Galaxy,F;S;lE;pB* sp ,,,
NGC5466,GCL27,BOOTES,9.1,spring,9.2,211.375,28.53333333,Globular Clu.,Cl;L;vRi;vmC;st 11..., H ,,
NGC5463A,NGC5463,BOOTES,14,spring,1.2,211.55,9.35,Galaxy,eF;S;lE ,,,
NGC5463B,,BOOTES,14.1,spring,0.3,211.55,9.366666667,Galaxy,,,,
NGC5469,,BOOTES,15.5,spring,,211.6,9.433333333,1 Star,vF;pS;R ,,,
NGC5482,UGC9038,BOOTES,12.9,spring,1.2,212.125,8.933333333,Galaxy,eF;S ,,,
NGC5487,MCG1-36-21,BOOTES,14.6,spring,0.9,212.425,8.066666667,Galaxy,eF ,,,
NGC5490,NGC5490A,BOOTES,12.1,spring,2.5,212.5,17.55,Galaxy,cF;cS;R;sbMF** ,,,
NGC5490A,NGC5490,BOOTES,13,spring,2.5,212.5,17.55,Galaxy,,,,
NGC5490B,MCG3-36-67,BOOTES,15.6,spring,0.6,212.525,17.55,Galaxy,,,,
NGC5490C,MCG3-36-69,BOOTES,13.9,spring,1.1,212.525,17.61666667,Galaxy,,,,
NGC5500,UGC9070,BOOTES,13.3,spring,1,212.575,48.55,Galaxy,cF;cS;iR ,,,
NGC5497,UGC9069,BOOTES,14.1,spring,1.2,212.625,38.9,Galaxy,eF;S;R;lbM,,,
NGC5492,UGC9065,BOOTES,12.8,spring,2.4,212.65,19.61666667,Galaxy,pB;vS;E ,,,
NGC5499,UGC9074,BOOTES,13.5,spring,0.9,212.7,35.91666667,Galaxy,F;S;R;gbM ,,,
NGC5008,IC4381,BOOTES,14.1,spring,2.4,212.75,25.5,Galaxy,pF;pL;R ,,,
NGC5498,UGC9075,BOOTES,13.6,spring,1,212.775,25.7,Galaxy,F;S;R;lbM ,,,
NGC5504B,IC4383,BOOTES,15.5,spring,0.7,213.05,15.86666667,Galaxy,,,,
NGC5504A,NGC5504,BOOTES,13.9,spring,1.3,213.075,15.83333333,Galaxy,vF;vlE;vlbM,,,
NGC5504C,UGC9086,BOOTES,15.5,spring,1,213.075,15.88333333,Galaxy,,,,
NGC5520,UGC9097,BOOTES,12.4,spring,2,213.1,50.35,Galaxy,F;S;lE;stellar ,,,
NGC5505,UGC9092,BOOTES,13.2,spring,1,213.125,13.3,Galaxy,vF;pS;bet D* ,,,
NGC5508,UGC9094,BOOTES,13.1,spring,2,213.125,24.63333333,Galaxy,eF;eS;R;lbM,,,
NGC5515,UGC9096,BOOTES,12.9,spring,1.3,213.15,39.31666667,Galaxy,vF;S;vlE ,,,
NGC5509,MCG4-34-3,BOOTES,15.1,spring,1.1,213.175,20.38333333,Galaxy,vF;S;R;stellar nucl ,,,
NGC5512,ZwG163.6,BOOTES,14.2,spring,0.5,213.175,30.85,Galaxy,vF;vS;R;sbMN;r ,,,
NGC5517,UGC9100,BOOTES,13.8,spring,1,213.225,35.71666667,Galaxy,F;eS;R;bMN,,,
NGC5511A,MCG2-36-51,BOOTES,15,spring,0.7,213.275,8.616666667,Galaxy,vF;S;*10p ,,,
NGC5511B,NGC5511,BOOTES,15.5,spring,0.4,213.275,8.633333333,Galaxy,,,,
NGC5513,UGC9099,BOOTES,12.6,spring,1.9,213.275,20.41666667,Galaxy,pB;pL;iR ,,,
NGC5514,UGC9102,BOOTES,12.7,spring,1.4,213.4,7.666666667,Galaxy,F;pS;R;lbM;*16 nf ,,,
NGC5518,MCG4-34-6,BOOTES,15,spring,1,213.45,20.85,Galaxy,F;vS;R;gbM,,,
NGC5524,,BOOTES,15.3,spring,,213.45,36.38333333,2 Star,vF ,,,
NGC5519,NGC5570,BOOTES,13.1,spring,1.6,213.575,7.516666667,Galaxy,vF;pL;*10p,,,
NGC5570,NGC5519,BOOTES,14.3,spring,1.6,213.575,7.516666667,Galaxy,F;S;iR,,,
NGC5527,MCG6-31-81,BOOTES,16,spring,0.8,213.625,36.4,Galaxy,eeF ,,,
NGC5522,UGC9116,BOOTES,13.5,spring,1.8,213.7,15.15,Galaxy,vF;vS;E ,,,
NGC5523,UGC9119,BOOTES,12.1,spring,4.7,213.725,25.31666667,Galaxy,F;pL;pmE90;*10 np ,,,
NGC5529,UGC9127,BOOTES,11.9,spring,6,213.9,36.23333333,Galaxy,cF;pL;vmE110;vgvmBM ,,,
NGC5525,UGC9124,BOOTES,12.8,spring,1.5,213.925,14.28333333,Galaxy,pF;pS;iR;bM,,,
NGC5533,UGC9133,BOOTES,11.8,spring,3.1,214.025,35.35,Galaxy,pB;R;vsmbM;2or3*inv ,,,
NGC5528,MCG2-36-60,BOOTES,14.8,spring,0.9,214.075,8.3,Galaxy,eeF;pS;R;2 vfnr ,,,
NGC5536,UGC9136,BOOTES,13.5,spring,0.9,214.1,39.5,Galaxy,cF;vS;R;sp of 2,,,
NGC5541,UGC9139,BOOTES,12.8,spring,0.8,214.125,39.58333333,Galaxy,cF;S;R;gbM;nf of 2 ,,,
NGC5531,MCG2-36-61,BOOTES,14.7,spring,0.9,214.175,10.88333333,Galaxy,F;S;R;5532 f 10'' ,,,
NGC5532A,NGC5532,BOOTES,13.3,spring,1.6,214.225,10.8,Galaxy,vF;vS;R;gbM;r ,,,
NGC5532B,,BOOTES,16,spring,0.3,214.225,10.8,Galaxy,,,,
NGC5544,UGC9142,BOOTES,13.2,spring,0.9,214.25,36.56666667,Galaxy,F;pS;E80;Dneb w 5545,,,
NGC5545,UGC9143,BOOTES,14,spring,1,214.275,36.56666667,Galaxy,E;lbM;Dneb w 5544 ,,,
NGC5535,,BOOTES,15.4,spring,0.3,214.375,8.2,Galaxy,eF;S;iR ,,,
NGC5539,MCG1-36-33,BOOTES,15.5,spring,0.4,214.4,8.183333333,Galaxy,F;pL;iF;gbM,,,
NGC5538,ZwG46.83,BOOTES,15.4,spring,0.8,214.425,7.483333333,Galaxy,eF;S;E,,,
NGC5542,MCG1-36-34,BOOTES,15,spring,0.5,214.475,7.55,Galaxy,vF;vS,,,
NGC5548,UGC9149,BOOTES,12.6,spring,1.5,214.5,25.13333333,Galaxy,cF;pS;R;vsvmbM*,,,
NGC5543,ZwG46.88,BOOTES,15.3,spring,0.5,214.525,7.65,Galaxy,eF;vS,,,
NGC5546,UGC9148,BOOTES,12.3,spring,1.3,214.55,7.566666667,Galaxy,pB;cS;gbM ,,,
NGC5557,UGC9161,BOOTES,11,spring,2.4,214.6,36.5,Galaxy,cB;S;R;vsbM* , H ,,
NGC5550,UGC9154,BOOTES,13.1,spring,1.2,214.625,12.88333333,Galaxy,vF;cS;pmE ,,,
NGC5553,UGC9160,BOOTES,14.1,spring,1.3,214.625,26.28333333,Galaxy,vF;S;lE ,,,
NGC5559,UGC9166,BOOTES,14,spring,1.4,214.8,24.8,Galaxy,vF;S;vlE;bM,,,
NGC5567,MCG6-31-96,BOOTES,15,spring,0.9,214.825,35.13333333,Galaxy,pF;R ,,,
NGC5568,MCG6-31-98,BOOTES,15.7,spring,0.5,214.85,35.1,Galaxy,vF;S;vdif ,,,
NGC5571,,BOOTES,99.9,spring,,214.9,35.15,4 Star,s Cl ofin neb,,,
NGC5572,UGC9173,BOOTES,14.2,spring,0.9,214.9,36.13333333,Galaxy,eF;vS;bM ,,,
UGC9169,PGC51207,BOOTES,13,spring,3.9,214.95,9.366666667,Galaxy,,,,
NGC5562,UGC9174,BOOTES,13.5,spring,0.7,215.05,10.26666667,Galaxy,vF;S;vF*f ,,,
NGC5579,UGC9180,BOOTES,13.6,spring,1.9,215.1,35.18333333,Galaxy,vF;cL;p of 2 ,,,
NGC5582,UGC9188,BOOTES,11.6,spring,2.8,215.175,39.7,Galaxy,pB;pS;R;bMFN;* sp ,,,
NGC5581,MCG4-34-21,BOOTES,15.1,spring,0.8,215.325,23.48333333,Galaxy,vF*in vf;vS;R neby ,,,
NGC5588,NGC5589,BOOTES,14.2,spring,1.1,215.35,35.26666667,Galaxy,vF;R;gbM ,,,
NGC5589,NGC5588,BOOTES,13.3,spring,1.1,215.35,35.26666667,Galaxy,vF;S;R;np of 2 ,,,
NGC5580,NGC5590,BOOTES,14.5,spring,1.8,215.4,35.2,Galaxy,pB;S;f of 2,,,
NGC5590,NGC5580,BOOTES,12.3,spring,1.8,215.4,35.2,Galaxy,cF;S;R;bM*;sf of 2 ,,,
NGC5583,UGC9196,BOOTES,13.4,spring,0.8,215.425,13.23333333,Galaxy,vF;pS;R;pB* nr ,,,
NGC5586,,BOOTES,99.9,spring,,215.525,13.18333333,Non-existant,eF;vS;R ,,,
NGC5587,UGC9202,BOOTES,12.5,spring,2.6,215.55,13.91666667,Galaxy,F;cS;vlE;*8 sf ,,,
NGC5602,UGC9210,BOOTES,12.7,spring,1.5,215.575,50.5,Galaxy,pF;pS;lE;mbM ,,,
NGC5596,UGC9208,BOOTES,13.4,spring,1.1,215.625,37.11666667,Galaxy,eF;S;R;stellar ,,,
NGC5598,UGC9209,BOOTES,13,spring,1.6,215.625,40.31666667,Galaxy,F;vS;R;bM ,,,
NGC5591,UGC9207,BOOTES,14.5,spring,1.3,215.65,13.71666667,Galaxy,eF;S;R;pB* nr sf,,,
NGC5601,MCG7-30-6,BOOTES,15.6,spring,0.8,215.725,40.31666667,Galaxy,vF;bet 5598 and 5603,,,
NGC5603B,UGC9216,BOOTES,15,spring,2,215.725,40.41666667,Galaxy,,,,
NGC5603A,NGC5603,BOOTES,14,spring,1.1,215.75,40.38333333,Galaxy,cF;pS;R;gbM,,,
NGC5594,IC4412,BOOTES,15,spring,1.1,215.8,26.26666667,Galaxy,eF;vS;stellar ,,,
NGC5608,UGC9219,BOOTES,13.4,spring,2.6,215.825,41.78333333,Galaxy,F;pL;lE;vglbM ,,,
NGC5600,UGC9220,BOOTES,12.1,spring,1.5,215.95,14.63333333,Galaxy,pB;pS;gbM ,,,
NGC5609,,BOOTES,16.5,spring,0.3,215.95,34.85,Galaxy,eeF ,,,
NGC5611,UGC9227,BOOTES,12.6,spring,1.3,216.025,33.05,Galaxy,F;S;R;bM ,,,
NGC5613,UGC9228,BOOTES,16,spring,0.9,216.025,34.9,Galaxy,eF;pS;DIF;2'n of NGC 5614,,,
NGC5614,UGC9226,BOOTES,11.7,spring,2.4,216.025,34.86666667,Galaxy,pB;S;R;smbM,,,
NGC5615,MCG6-32-23,BOOTES,15,spring,0.2,216.025,34.86666667,Galaxy,close n of 5614;vf*?,,,
NGC5616,UGC9231,BOOTES,13.8,spring,2.1,216.075,36.46666667,Galaxy,vF;S;cE;vgbM;er,,,
NGC5610,UGC9230,BOOTES,13.2,spring,2,216.1,24.61666667,Galaxy,vF;S;pmE0;*9f ,,,
UGC9240,PGC51472,BOOTES,12.9,spring,1.8,216.175,44.5,Galaxy,,,,
UGC9242,MCG+07-30-011,BOOTES,13.5,spring,5,216.325,39.53333333,Galaxy,,,,
NGC5622,UGC9248,BOOTES,13.2,spring,1.7,216.55,48.56666667,Galaxy,vF;pS;vlE;vglbM,,,
NGC5624,UGC9256,BOOTES,13.1,spring,1.1,216.65,51.58333333,Galaxy,eF;S;lE ,,,
NGC5625,MCG7-30-13,BOOTES,14.8,spring,1.2,216.75,39.95,Galaxy,vF;S;R;gbM,,,
UGC9249,PGC51587,BOOTES,14.1,spring,2.3,216.75,8.683333333,Galaxy,,,,
NGC5623,UGC9260,BOOTES,12.5,spring,1.6,216.775,33.25,Galaxy,cF;S;R;vsmbM;r ,,,
NGC5633,UGC9271,BOOTES,12.4,spring,2.1,216.875,46.15,Galaxy,cB;pS;R;pglbM ,,,
NGC5630,UGC9270,BOOTES,13.1,spring,2.2,216.9,41.25,Galaxy,F;S;E90;gbM,,,
NGC5621,,BOOTES,99.9,spring,,216.95,8.25,3 Star,eeF;L;resolvable,,,
NGC5629,UGC9281,BOOTES,12.1,spring,1.8,217.075,25.85,Galaxy,pF;S;R;gbM,,,
NGC5628,UGC9278,BOOTES,13.3,spring,1.1,217.1,17.91666667,Galaxy,pF;S;R;gbMN=14m,,,
NGC5635,UGC9283,BOOTES,12.5,spring,2.3,217.125,27.41666667,Galaxy,F;S;E;sbM ,,,
NGC5627,UGC9280,BOOTES,12.9,spring,1.7,217.15,11.38333333,Galaxy,vF;vS;R;*9 sp ,,,
UGC9291,PGC51713,BOOTES,13,spring,2.8,217.15,39,Galaxy,,,,
NGC5639A,NGC5639,BOOTES,14.6,spring,1.4,217.2,30.41666667,Galaxy,vF;R;*7p;*10.0666667 ,,,
NGC5637,UGC9293,BOOTES,13.8,spring,0.9,217.25,23.18333333,Galaxy,vF;S;R;vgbM,,,
NGC5639B,,BOOTES,17,spring,0.3,217.25,30.4,Galaxy,,,,
NGC5642,UGC9301,BOOTES,12.6,spring,1.8,217.3,30.03333333,Galaxy,cF;S;* inv;*12 nf ,,,
NGC5641,UGC9300,BOOTES,12.2,spring,2.4,217.325,28.81666667,Galaxy,pB;pS;lE;mbM;r?,,,
NGC5646,UGC9312,BOOTES,14.2,spring,1.5,217.4,35.46666667,Galaxy,eF;E sp nf,,,
NGC5660,UGC9325,BOOTES,11.9,spring,2.7,217.45,49.61666667,Galaxy,pB;L;iR;vgbM ,,,
NGC5654,UGC9319,BOOTES,12.9,spring,1.5,217.5,36.36666667,Galaxy,F;S;E;** inv ,,,
NGC5653,UGC9318,BOOTES,12.2,spring,1.7,217.55,31.21666667,Galaxy,pF;pS;R;bM,,,
NGC5644,UGC9321,BOOTES,12.5,spring,1.5,217.6,11.93333333,Galaxy,pB;pS;R;gmbM ,,,
NGC5656,UGC9332,BOOTES,11.8,spring,1.9,217.6,35.31666667,Galaxy,pF;pL;R;mbM;r ,,,
NGC5648,NGC5649,BOOTES,13.1,spring,1.1,217.625,14.01666667,Galaxy,vF;S;no nucl;5649 nr,,,
NGC5649,NGC5648,BOOTES,13.2,spring,1.1,217.625,14.01666667,Galaxy,eF;vS;np of 2 ,,,
NGC5647,UGC9329,BOOTES,15.3,spring,1.1,217.65,11.88333333,Galaxy,F;S;R;vlbM,,,
NGC5657,UGC9335,BOOTES,13.3,spring,1.8,217.675,29.18333333,Galaxy,F;S;irR;sev vfinv,,,
NGC5655,UGC9333,BOOTES,14,spring,1.1,217.725,13.96666667,Galaxy,eeF;sf of 2,,,
NGC5659,UGC9342,BOOTES,13.9,spring,1.6,217.775,25.35,Galaxy,eF ,,,
NGC5673,UGC9347,BOOTES,12.1,spring,2.4,217.875,49.95,Galaxy,F;S;cE;*15 np ,,,
NGC5665,UGC9352,BOOTES,12,spring,2.1,218.1,8.083333333,Galaxy,pB;pL;R;gbM;r ,,,
NGC5672,UGC9354,BOOTES,13.5,spring,0.8,218.15,31.66666667,Galaxy,vF;vL;iR;lbM;**p,,,
NGC5669,UGC9353,BOOTES,11.3,spring,4.2,218.175,9.9,Galaxy,F;L;R;lbM;r,,,
NGC5675,UGC9357,BOOTES,12.7,spring,2.8,218.175,36.3,Galaxy,F;pS;E;bM ,,,
NGC5676,UGC9366,BOOTES,11.2,spring,3.9,218.2,49.45,Galaxy,B;L;E45;pgbM;r , H ,,
NGC5666,UGC9360,BOOTES,12.8,spring,0.9,218.3,10.51666667,Galaxy,vF;vS;R;stellar,,,
NGC5677,UGC9378,BOOTES,13.7,spring,0.9,218.55,25.46666667,Galaxy,vF;vS;R;r;3*9;10 np ,,,
NGC5682,UGC9388,BOOTES,14.1,spring,1.6,218.7,48.66666667,Galaxy,F;pS;E,,,
NGC5683,MCG8-27-3,BOOTES,14.8,spring,0.4,218.725,48.66666667,Galaxy,F;vS;lE ,,,
NGC5687,UGC9395,BOOTES,11.8,spring,2.5,218.725,54.48333333,Galaxy,pF;S;iF;resolved;*10 f ,,,
NGC5689,UGC9399,BOOTES,11.9,spring,3.3,218.875,48.73333333,Galaxy,cB;pL;E87;psmbM, H ,,
NGC5681,UGC9393,BOOTES,14.3,spring,0.9,218.925,8.3,Galaxy,F;S ,,,
NGC5684,UGC9402,BOOTES,12.7,spring,1.5,218.95,36.55,Galaxy,F;cS;R;bM;p of 2,,,
NGC5686,MCG6-32-75,BOOTES,15.2,spring,0.4,219,36.5,Galaxy,vF;S;R;f of 2 ,,,
NGC5693,UGC9406,BOOTES,13.5,spring,1.8,219.05,48.58333333,Galaxy,F;pL;*13 att s ,,,
NGC5685,UGC9403,BOOTES,13.3,spring,1.2,219.075,29.9,Galaxy,vF;vS;R;gbMN=15m,,,
NGC5697,IC4471,BOOTES,13.7,spring,0.9,219.125,41.68333333,Galaxy,F;vS;R;bM;4B*p ,,,
NGC5696,UGC9415,BOOTES,13,spring,2,219.25,41.83333333,Galaxy,cF;cS;R;lbM;r ,,,
NGC5700,UGC9423,BOOTES,15.2,spring,1,219.25,48.55,Galaxy,eF;S;resolvable;* sp 4' ,,,
NGC5698,UGC9419,BOOTES,13,spring,1.8,219.3,38.45,Galaxy,cF;cS;lE;in tri of st,,,
NGC5695,UGC9421,BOOTES,12.8,spring,1.5,219.35,36.56666667,Galaxy,pB;cS;R;bM;r ,,,
NGC5707,UGC9428,BOOTES,12.5,spring,2.5,219.375,51.56666667,Galaxy,B;pS;R,,,
NGC5714,UGC9431,BOOTES,13.4,spring,3.2,219.55,46.63333333,Galaxy,vF;pS;E pf;D*n;1 of 6,,,
NGC5704,NGC5708,BOOTES,13.9,spring,1.6,219.575,40.45,Galaxy,F;cS;lE0 ,,,
NGC5708,NGC5704,BOOTES,13.4,spring,1.6,219.575,40.45,Galaxy,F;pL;E0;gbM,,,
NGC5717,MCG8-27-12,BOOTES,15.4,spring,0.8,219.65,46.66666667,Galaxy,vF;S;R;D* nr;2 of 6 ,,,
NGC5720,UGC9439,BOOTES,13.4,spring,2.1,219.65,50.81666667,Galaxy,eeF;pS;R;bet 2*,,,
NGC5699,NGC5706,BOOTES,15.8,spring,0.3,219.675,30.46666667,Galaxy,eF;vS,,,
NGC5706,NGC5699,BOOTES,15.7,spring,0.3,219.675,30.46666667,Galaxy,vF;vS;R;vlbM ,,,
NGC5703,NGC5709,BOOTES,14.5,spring,1.6,219.7,30.45,Galaxy,vF;vS;iR ,,,
NGC5709,NGC5703,BOOTES,13.6,spring,1.6,219.7,30.45,Galaxy,vF;S;iF;E pf ,,,
NGC5702,UGC9434,BOOTES,13.3,spring,1.1,219.725,20.5,Galaxy,vF;vS,,,
NGC5721,MCG8-27-13,BOOTES,15.3,spring,0.2,219.725,46.66666667,Galaxy,vF;S;R,,,
NGC5722,MCG8-27-14,BOOTES,15,spring,0.3,219.725,46.66666667,Galaxy,vF;S;R;psbM,,,
NGC5723,MCG8-27-15,BOOTES,15.5,spring,0.7,219.75,46.68333333,Galaxy,vF;S;R,,,
NGC5724,MCG8-27-16,BOOTES,17,spring,0.2,219.75,46.7,Galaxy,vF;S;R,,,
NGC5710,UGC9440,BOOTES,13,spring,1.2,219.825,20.05,Galaxy,vF;S;vgbM;**f;p of 2,,,
NGC5711,UGC9445,BOOTES,13.9,spring,1,219.85,19.98333333,Galaxy,eF;vS;** att;f of 2 ,,,
NGC5730,UGC9456,BOOTES,14.1,spring,1.8,219.975,42.75,Galaxy,vF;cS;E90 ,,,
NGC5731,UGC9460,BOOTES,13.1,spring,1.6,220.05,42.78333333,Galaxy,vF;eS;lE ,,,
NGC5727,UGC9465,BOOTES,13.7,spring,2.3,220.1,33.98333333,Galaxy,eF;pL;R;dif,,,
NGC5732,UGC9467,BOOTES,13.5,spring,1.4,220.15,38.63333333,Galaxy,vF;S;R;lbM,,,
NGC5739,UGC9486,BOOTES,12.1,spring,1.9,220.625,41.85,Galaxy,pB;S;R;smbM;r;* nr ,,,
NGC5735,UGC9481,BOOTES,12.3,spring,2.4,220.65,28.73333333,Galaxy,vF;L;iR;lbM,,,
